1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,1580WWHTWV2852K,110060000047,WWF OPERATING CO LLC,2592 OKLAHOMA SALEM RD,DUBOIS,CLEARFIELD,PA,15801,,,41.109295,-78.735522,,DANONE N.A. PUBLIC BENEFIT CORP,NA,DANONE NORTH AMERICA PUBLIC BENEFIT CORP,DANONE S.A.,NA,DANONE SA,NO,311,Food,,,,,,,311511,,,,,,1323222125748,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24298.000,24298.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24298.000,0.000,24298.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24298.000,24298.000,,PRODUCTION,0.890
2023,19335JHNSN498AC,110000496375,FENZI AGT USA LLC,498 ACORN LN,DOWNINGTOWN,CHESTER,PA,19335,,,40.006330,-75.691540,,NA,,FENZI AGT USA LLC,NA,,NA,NO,325,Chemicals,,,,,,,325130,,,,,,1323222360808,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,750.000,750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,750.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,750.000,0.000,0.000,755.000,,ACTIVITY,1.000
2023,17113BTHLHFRONT,110000332916,CLEVELAND-CLIFFS STEELTON LLC,215 S FRONT ST,STEELTON,DAUPHIN,PA,17113,,,40.213889,-76.813611,,CLEVELAND-CLIFFS INC,147964571,CLEVELAND-CLIFFS INC,NA,,NA,NO,331,Primary Metals,,,,,,,331110,,,,,,1323222160842,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.080,24.460,0.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.320,0.000,0.000,0.000,0.000,13.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2630.530,0.000,0.000,0.000,0.000,0.000,0.000,2643.920,0.000,97007.110,0.000,0.000,0.000,97007.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99651.030,2669.240,0.000,0.000,25.320,2630.530,13.390,0.000,0.000,0.000,97007.110,0.000,0.000,99676.350,,PRODUCTION,1.220
2023,18013MRTNS6605F,110000334656,MARTINS CREEK STEAM ELECTRIC STATION,6605 FOUL RIFT RD,BANGOR,NORTHAMPTON,PA,18013,,,40.797762,-75.105416,,TALEN ENERGY CORP,079707054,TALEN ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323222132211,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,2.340
2023,15661RDCST450NE,110059053651,PACE INDUSTRIES LLC AIRO DIV,1004 INDUSTRIAL BLVD,LOYALHANNA,WESTMORELAND,PA,15661,,,40.321260,-79.350140,,PACE INDUSTRIES LLC,051964583,PACE INDUSTRIES LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331523,,,,,,1323221548023,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,1.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,543.000,0.000,0.000,0.000,543.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,543.000,1.620,0.000,0.000,1.620,0.000,0.000,0.000,0.000,0.000,543.000,0.000,0.000,544.620,,PRODUCTION,1.030
2023,19067PRFNS1295N,110000336495,BRIGHTSMITH LLC,120 ENTERPRISE AVE,MORRISVILLE,BUCKS,PA,19067,,,40.170437,-74.766998,,NA,,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323222274742,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8.000,315.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,323.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,322.000,0.000,0.000,0.000,0.000,322.000,0.000,322.000,323.000,0.000,0.000,323.000,0.000,0.000,15451.000,0.000,0.000,0.000,0.000,322.000,16096.000,,PRODUCTION,0.870
2023,16001BRMTL679EB,110000330678,BEAR METALLURGICAL CO,679 E BUTLER RD,BUTLER,BUTLER,PA,16002,,,40.867680,-79.868730,,NA,,NA,BEAR METALLURGICAL BV,NA,BEAR METALLURGICAL BV,NO,331,Primary Metals,,,,,,,331110,,,,,,1323221536891,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,4.490,0.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.930,0.000,0.000,4.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.930,,PRODUCTION,1.000
2023,1820WDBRGR543FR,110038248740,DOBER CHEMICAL CORP (HAZLE TOWNSHIP),543 FORREST ROAD,HAZLETON,LUZERNE,PA,18202,,,40.928107,-76.050436,,DOBER CHEMICAL CORP,005258942,DOBER CHEMICAL CORP,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1323221632247,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,119.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2262.000,2262.000,0.000,2262.000,119.000,0.000,0.000,119.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2262.000,2381.000,,PRODUCTION,1.890
2023,17566BCKCXBOX23,110000333988,BUCK CO INC,897 LANCASTER PIKE,QUARRYVILLE,LANCASTER,PA,17566,,,39.881910,-76.231750,,DIXON VALVE & COUPLING CO,002296713,DIXON VALVE & COUPLING CO,NA,,NA,NO,331,Primary Metals,,,,,,,331511,,,,,,1323222359580,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,2.520,2.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.040,0.000,0.000,0.000,0.000,321.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,321.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,321.000,326.040,0.000,0.000,5.040,0.000,321.000,0.000,0.000,0.000,0.000,0.000,0.000,326.040,,PRODUCTION,0.970
2023,19512JDSNS85786,110000499522,JUDSON A SMITH CO,857-863 SWEINHART RD,BOYERTOWN,MONTGOMERY,PA,19512,,,40.309446,-75.637500,,ATW COS,001188754,ATW COS,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323221570233,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294.770,0.000,0.000,0.000,294.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294.770,0.000,0.000,294.770,,PRODUCTION,0.680
2023,15062MNSSN345DO,110000329118,CLEVELAND-CLIFFS MONESSEN COKE LLC,345 DONNER AVE,MONESSEN,WESTMORELAND,PA,15062,,,40.163200,-79.886100,,CLEVELAND-CLIFFS INC,117962997,CLEVELAND-CLIFFS INC,NA,,NA,NO,324,Petroleum,,,,,,,324199,,,,,,1323222041028,Anthracene,NO,0000120127,120-12-7,31013,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,0.000,46.000,0.000,46.000,24.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,4700.000,0.000,0.000,46.000,4770.000,,PRODUCTION,1.430
2023,19153CHMSN7825H,110014441611,AKDENIZ CHEMSON ADDITIVES INC,7825 HOLSTEIN AVE,PHILADELPHIA,PHILADELPHIA,PA,19153,,,39.896740,-75.233490,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1323221978099,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.443,0.000,0.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.443,0.443,0.000,0.000,0.000,0.000,0.443,0.000,0.000,0.000,0.000,0.000,0.000,0.443,,PRODUCTION,0.890
2023,17306KNSFDPEACH,110000569368,KNOUSE FOODS COOP INC PEACH GLEN PLANT,800 PEACH GLEN-IDAVILLE RD,PEACH GLEN,ADAMS,PA,17375,,,40.022830,-77.228930,,KNOUSE FOODS COOP INC,NA,KNOUSE FOODS COOP INC,NA,,NA,NO,311,Food,,,,,,,311421,,,,,,1323222020695,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,1610WTMSNT28RUN,110064205293,TMS INTERNATIONAL LLC/NEW CASTLE PLT,208 RUNDLE RD,NEW CASTLE,LAWRENCE,PA,16102,,,40.963680,-80.369810,,TMS INTERNATIONAL CORP,614394299,TMS INTERNATIONAL CORP,NA,,NA,NO,562,Hazardous Waste,,,,,,,562920,,,,,,1323222261075,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,468.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,468.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,468.000,0.000,0.000,468.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,468.000,,PRODUCTION,1.060
2023,18240PNTHRRTE54,110030471610,PANTHER CREEK POWER OPERATING LLC,4 DENNISON RD,NESQUEHONING,CARBON,PA,18240,,,40.855556,-75.877222,,NA,,,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323222226235,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,1165.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1165.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1165.000,0.000,0.000,1165.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1165.000,,PRODUCTION,0.940
2023,17868MRCKC100AV,110000334530,CHEROKEE PHARMACEUTICALS LLC.,100 AVENUE C,RIVERSIDE,NORTHUMBERLAND,PA,17868,,,40.961310,-76.643290,,MERCK & CO INC,054554290,MERCK & CO INC,NA,,NA,NO,325,Chemicals,,,,,,,325412,325110,,,,,1323221698018,Dichloromethane,NO,0000075092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,5664.000,221.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,153493.000,0.000,0.000,0.000,0.000,153493.000,11134.000,0.000,11134.000,0.000,216.000,0.000,0.000,0.000,0.000,216.000,0.000,164843.000,5890.000,0.000,0.000,5890.000,0.000,0.000,0.000,11134.000,82682.000,153493.000,57057.000,216.000,310472.000,,PRODUCTION,1.200
2023,15074THVLS372CL,110000329207,SHERWIN-WILLIAMS CO,372 CLEVELAND ST,ROCHESTER,BEAVER,PA,15074,,,40.711500,-80.288500,,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1323222235160,Acrylic acid,NO,0000079107,79-10-7,7617,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5140.000,0.000,5140.000,0.000,5140.000,45.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5140.000,5185.000,,PRODUCTION,0.960
2023,18707DYNMTCREST,110002448584,I2M INC.,755 OAKHILL RD CRESTWOOD INDUSTRIAL PARK,MOUNTAIN TOP,LUZERNE,PA,18707,,,41.128139,-75.891309,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326113,,,,,,1323221850264,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,18848DPNTTRD1BO,110000584591,DUPONT TOWANDA PLANT,192 PATTERSON BLVD,TOWANDA,BRADFORD,PA,18848,,,41.785828,-76.456922,,DUPONT DE NEMOURS INC,080386615,DUPONT DE NEMOURS INC,NA,,NA,NO,325,Chemicals,,,,,,,325992,,,,,,1323221591288,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,6.300,0.000,6.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,195.000,201.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,201.300,201.340,0.000,0.000,0.040,4.536,196.764,0.000,0.000,180409.000,0.000,0.000,0.000,180610.340,,ACTIVITY,0.900
2023,1513WBRNNT185AB,110070595916,BRENNTAG NORTHEAST OAKMONT FACILITY,1085 ALLEGHENY AVE,OAKMONT,ALLEGHENY,PA,15139,,,40.528450,-79.838870,,BRENNTAG N.A. INC,092963644,,NA,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222334777,Nonylphenol Ethoxylates,NO,N535,N535,1978074,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,19137LLDSGMARGA,110038495768,ADVANSIX RESINS & CHEMICALS LLC,2501 MARGARET,PHILADELPHIA,PHILADELPHIA,PA,19137,,,40.008039,-75.070917,,NA,,ADVANSIX INC,NA,,NA,NO,325,Chemicals,,,,,,,325110,,,,,,1323221859150,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.816,85.384,164.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.384,0.000,164.200,78.816,0.000,0.000,0.000,4.926,73.890,0.000,0.000,0.000,0.000,0.000,85.384,164.200,,PRODUCTION,0.950
2023,15650LTRBS2626L,110000330188,LATROBE SPECIALTY METALS,2626 LIGONIER ST,LATROBE,WESTMORELAND,PA,15650,,,40.302598,-79.372804,,CARPENTER TECHNOLOGY CORP,002344315,CARPENTER TECHNOLOGY CORP,NA,,NA,NO,331,Primary Metals,,,,,,,331110,,,,,,1323222310880,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,21.000,47.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,33.000,0.000,0.000,80.000,0.000,2800.000,0.000,0.000,0.000,2800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2880.000,156.000,0.000,0.000,76.000,46.000,34.000,0.000,0.000,0.000,2800.000,0.000,0.000,2956.000,,PRODUCTION,0.590
2023,15225NVLLC2800N,110000329644,NEVILLE CHEMICAL CO,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,,,40.502778,-80.099167,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325211,325199,,,,,1323222301804,Cumene,NO,0000098828,98-82-8,18309,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,15.000,72.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,313.000,0.000,0.000,0.000,0.000,313.000,0.000,313.000,88.000,0.000,0.000,88.000,0.000,0.000,0.000,0.000,0.000,0.000,140.000,313.000,541.000,,PRODUCTION,0.990
2023,15062MNSSN345DO,110000329118,CLEVELAND-CLIFFS MONESSEN COKE LLC,345 DONNER AVE,MONESSEN,WESTMORELAND,PA,15062,,,40.163200,-79.886100,,CLEVELAND-CLIFFS INC,117962997,CLEVELAND-CLIFFS INC,NA,,NA,NO,324,Petroleum,,,,,,,324199,,,,,,1323222041776,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,42.000,1193.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1235.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,207.000,0.000,0.000,0.000,0.000,207.000,0.000,207.000,1235.000,0.000,0.000,1235.000,0.000,0.000,143679.000,0.000,0.000,0.000,36243.000,207.000,181364.000,,PRODUCTION,1.430
